"id","DR1","DR2","DR3","DR4","DR5"
1,2.21568461287019,-0.755222251989476,0.174541961512256,0.178907443380423,0.710070271085904
2,1.19087314583648,0.0800595811280193,-1.28687529499338,-1.05500297899108,1.55973408432608
3,0.46950129327241,-0.137842352970814,-1.01194281622942,0.564614821658216,-0.750443907440964
4,0.978589700122382,-0.613555875260133,0.177831840846413,-1.02937351803062,-1.12848616577245
5,0.721281511567402,1.50224201240828,-2.14161817277439,-0.0232851965939218,-0.335585783256822
6,-0.776727115136323,-0.47187353579764,0.578704891919601,1.50223568370654,1.52815032015534
7,-0.124011772350316,-0.722187426336356,1.74277757721068,-0.777007401694594,0.162467971991433
8,1.83562629874679,0.710053780774825,-0.139644142365144,-0.180709479734425,-1.19947593957672
9,-1.57257097017007,-0.231654766162434,1.25182884857013,0.884613519243858,1.26699803998237
10,-1.02498930277516,-0.059555594302814,1.15553500820929,-0.655079221548597,-0.197553080759067
11,-1.27749101228285,0.0911452053316201,0.99009217601421,-2.11484019316893,-1.16327113545938
12,-0.871816078725464,-0.279759771016254,-1.47060983044452,0.115020635008906,0.438933040885817
13,-0.0910391729358525,0.242179716589694,1.84536678667922,-0.608728435370469,-0.183638902977401
14,-1.28237807348149,-0.247578617550433,0.517944162767951,-0.538294325006736,2.34803800630192
15,-0.189075356522545,0.81553051742406,0.326124397728751,-0.608703787027213,0.0139436764210575
16,0.955937359879465,1.18420151297716,-0.438536183215384,0.30960976527689,-0.76543352016308
17,0.193365903159041,-2.46499368178398,0.38663623994076,0.679577682348107,0.565299566296263
18,2.00624607575549,-1.73394694261708,1.66054380565972,-1.1312031342729,-0.961040455951996
19,1.25197618310209,0.131482860435298,-0.179114469146893,0.185499525506922,-1.30260132926324
20,-0.945017296917861,0.0742383346075812,-1.32158041263171,-0.0943757702081576,-0.919454028784703
21,2.46915015274798,-0.747993280739062,1.84370320403808,0.163090287444384,-1.34125791592982
22,0.123402580913621,-0.830828420833473,-1.68244069587506,0.246654770959207,1.30344072400852
23,-1.67645004982888,-0.529147696163713,0.0921605275297967,-0.816585235261126,0.812831515059608
24,-2.02011175559997,0.790729872125987,-0.0496129244684443,-0.843008622382911,0.36891280147005
25,0.943532846933377,1.41768741688005,0.606203052700177,1.92128451543015,-0.814674608275207
26,-1.68414661546468,0.227267283050724,-0.294548845119177,1.16227614014751,-0.53639622676724
27,0.617301359663087,-0.541177337641744,0.540486140537569,-0.837762515527142,-1.21147416731887
28,0.502624598631195,1.00790618989927,-1.64562848198355,1.66803279094205,0.344883989446283
29,0.749911745036902,-0.322036290105238,1.25331298943895,-1.5174053645336,0.774257902962568
30,-0.510070188387726,2.07467559349497,0.447286054235164,-0.645946756284424,1.08057877214982
31,-0.379122963952717,-0.0155042128503879,1.39540349420146,0.674592923046807,0.957765538316102
32,-1.59664645264306,0.282780783304205,1.03866188739761,-0.065069056184502,0.829207445848678
33,1.09926755857691,1.09470865494228,1.60121011332541,-0.501997243772319,-1.40052002594185
34,0.252113034335756,-1.34991060280573,1.06667518153783,-1.14679358060456,0.817594538264971
